_id,Causa,Causa Classificada,UF ID,Unidade de federação,Sexo,Idade,Ano,Taxa de mortalidade,Número de óbitos,Mortalidade Proporcional,Classificação,top,filtro_1
1712741,Cardiomiopatia e miocardite,019 Cardiomiopatia e miocardite,135,Brasil,Ambos,Todas as idades (padronizado),2015,8.22,0,0,19,,
1713057,Out transtornos musculoesqueléticos,076 Out transtornos musculoesqueléticos,135,Brasil,Ambos,Todas as idades (padronizado),1999,1.06,0,0,76,,
1713110,Linfoma não Hodgkin,042 Linfoma não Hodgkin,135,Brasil,Ambos,Todas as idades (padronizado),2015,2.7,0,0,42,,
1713153,Epilepsia,074 Epilepsia,135,Brasil,Ambos,Todas as idades (padronizado),2001,1.13,0,0,74,,
1713183,Melanoma maligno da pele,078 Melanoma maligno da pele,135,Brasil,Ambos,Todas as idades (padronizado),2004,0.97,0,0,78,,
1713190,Tripanossomíase Africana,129 Tripanossomíase Africana,135,Brasil,Ambos,Todas as idades (padronizado),1991,0,0,0,129,,
1713315,Exposição a forças mecânicas,073 Exposição a forças mecânicas,135,Brasil,Ambos,Todas as idades (padronizado),2014,1.13,0,0,73,,
1713322,D renal crônica,010 D renal crônica,135,Brasil,Ambos,Todas as idades (padronizado),2014,15.81,0,0,10,1,20141
1713336,Tuberculose,026 Tuberculose,135,Brasil,Ambos,Todas as idades (padronizado),1996,6.43,0,0,26,,
1713428,Hemoglobinopatias e anemias hemolíticas,073 Hemoglobinopatias e anemias hemolíticas,135,Brasil,Ambos,Todas as idades (padronizado),2006,1.11,0,0,73,,
1713500,Out acidentes de transporte,072 Out acidentes de transporte,135,Brasil,Ambos,Todas as idades (padronizado),1999,1.23,0,0,72,,
1713810,Out ds infecciosas,081 Out ds infecciosas,135,Brasil,Ambos,Todas as idades (padronizado),1995,0.93,0,0,81,,
1713917,Violência interpessoal,007 Violência interpessoal,135,Brasil,Ambos,Todas as idades (padronizado),1998,30.26,0,0,7,1,19981
1714092,Câ da vesícula biliar e das vias biliares,046 Câ da vesícula biliar e das vias biliares,135,Brasil,Ambos,Todas as idades (padronizado),2010,2.52,0,0,46,,
1714171,Efeitos adversos de tratamento médico,062 Efeitos adversos de tratamento médico,135,Brasil,Ambos,Todas as idades (padronizado),2007,1.58,0,0,62,,
1714449,Leucemia,034 Leucemia,135,Brasil,Ambos,Todas as idades (padronizado),2006,4.43,0,0,34,,
1714549,Equinococose cística,133 Equinococose cística,135,Brasil,Ambos,Todas as idades (padronizado),2008,0,0,0,133,,
1714688,Transtornos vasculares intestinais,055 Transtornos vasculares intestinais,135,Brasil,Ambos,Todas as idades (padronizado),2007,1.94,0,0,55,,
1714707,Efeitos adversos de tratamento médico,056 Efeitos adversos de tratamento médico,135,Brasil,Ambos,Todas as idades (padronizado),1999,2.05,0,0,56,,
1714777,Linfoma não Hodgkin,046 Linfoma não Hodgkin,135,Brasil,Ambos,Todas as idades (padronizado),1990,2.73,0,0,46,,
1714882,Câncer renal,057 Câncer renal,135,Brasil,Ambos,Todas as idades (padronizado),2015,1.71,0,0,57,,
1714885,Fibrilação e flutter atrial,029 Fibrilação e flutter atrial,135,Brasil,Ambos,Todas as idades (padronizado),2014,4.66,0,0,29,,
1714958,Transtornos maternos,064 Transtornos maternos,135,Brasil,Ambos,Todas as idades (padronizado),1992,1.88,0,0,64,,
1715008,Asma,058 Asma,135,Brasil,Ambos,Todas as idades (padronizado),2009,1.67,0,0,58,,
1715127,Violência interpessoal,009 Violência interpessoal,135,Brasil,Ambos,Todas as idades (padronizado),1993,27.27,0,0,9,1,19931
1715169,Cólon e câncer de reto,019 Cólon e câncer de reto,135,Brasil,Ambos,Todas as idades (padronizado),1998,9.84,0,0,19,,
1715234,Anomalias congênitas,017 Anomalias congênitas,135,Brasil,Ambos,Todas as idades (padronizado),2017,8.84,0,0,17,,
1715288,D isquêmica do coração,001 D isquêmica do coração,135,Brasil,Ambos,Todas as idades (padronizado),2011,87.77,0,0,1,1,20111
1715300,Íleo paralítico e obstrução intestinal,039 Íleo paralítico e obstrução intestinal,135,Brasil,Ambos,Todas as idades (padronizado),2016,3.07,0,0,39,,
1715310,Infecções por nematóides intestinais,120 Infecções por nematóides intestinais,135,Brasil,Ambos,Todas as idades (padronizado),2007,0.02,0,0,120,,
1715347,Neoplasia não maligna da bexiga,038 Neoplasia não maligna da bexiga,135,Brasil,Ambos,Todas as idades (padronizado),2004,4.26,0,0,38,,
1715398,D reumática cardíaca,066 D reumática cardíaca,135,Brasil,Ambos,Todas as idades (padronizado),2013,1.32,0,0,66,,
1715464,Alzheimer e outras demências,005 Alzheimer e outras demências,135,Brasil,Ambos,Todas as idades (padronizado),1990,45.41,0,0,5,1,19901
1715470,D de Chagas,031 D de Chagas,135,Brasil,Ambos,Todas as idades (padronizado),1998,5.12,0,0,31,,
1715580,Transtornos maternos,075 Transtornos maternos,135,Brasil,Ambos,Todas as idades (padronizado),2005,1.07,0,0,75,,
1715634,Out transtornos musculoesqueléticos,071 Out transtornos musculoesqueléticos,135,Brasil,Ambos,Todas as idades (padronizado),2011,1.19,0,0,71,,
1718006,Câncer de pele não melanoma,069 Câncer de pele não melanoma,135,Brasil,Ambos,Todas as idades (padronizado),2007,1.24,0,0,69,,
1716082,Ds sexualmente transmissíveis exceto HIV,066 Ds sexualmente transmissíveis exceto HIV,135,Brasil,Ambos,Todas as idades (padronizado),2010,1.31,0,0,66,,
1716120,Transtornos vasculares intestinais,050 Transtornos vasculares intestinais,135,Brasil,Ambos,Todas as idades (padronizado),1992,2.56,0,0,50,,
1716155,D isquêmica do coração,001 D isquêmica do coração,135,Brasil,Ambos,Todas as idades (padronizado),2000,114.72,0,0,1,1,20001
1716286,Corpo estranho,050 Corpo estranho,135,Brasil,Ambos,Todas as idades (padronizado),2012,2.2,0,0,50,,
1716381,Artrite reumatoide,100 Artrite reumatoide,135,Brasil,Ambos,Todas as idades (padronizado),2011,0.26,0,0,100,,
1716391,Endocardite,067 Endocardite,135,Brasil,Ambos,Todas as idades (padronizado),2012,1.29,0,0,67,,
1716425,Epilepsia,072 Epilepsia,135,Brasil,Ambos,Todas as idades (padronizado),2009,1.16,0,0,72,,
1716464,Encefalite,098 Encefalite,135,Brasil,Ambos,Todas as idades (padronizado),1996,0.33,0,0,98,,
1716516,Ds biliares e da vesícula biliar,041 Ds biliares e da vesícula biliar,135,Brasil,Ambos,Todas as idades (padronizado),2012,2.94,0,0,41,,
1716543,Outras neoplasias,074 Outras neoplasias,135,Brasil,Ambos,Todas as idades (padronizado),1991,1.18,0,0,74,,
1716611,Neoplasia não maligna da bexiga,030 Neoplasia não maligna da bexiga,135,Brasil,Ambos,Todas as idades (padronizado),2016,4.45,0,0,30,,
1716631,Out transtornos musculoesqueléticos,076 Out transtornos musculoesqueléticos,135,Brasil,Ambos,Todas as idades (padronizado),2001,1.08,0,0,76,,
1716716,D pulmonar obstrutiva crônica,005 D pulmonar obstrutiva crônica,135,Brasil,Ambos,Todas as idades (padronizado),2010,33.37,0,0,5,1,20101
1716883,Ds biliares e da vesícula biliar,045 Ds biliares e da vesícula biliar,135,Brasil,Ambos,Todas as idades (padronizado),2003,2.89,0,0,45,,
1716910,Cisticercose,118 Cisticercose,135,Brasil,Ambos,Todas as idades (padronizado),2013,0.03,0,0,118,,
1716987,Câncer de esôfago,027 Câncer de esôfago,135,Brasil,Ambos,Todas as idades (padronizado),2000,5.53,0,0,27,,
1717005,Dengue,121 Dengue,135,Brasil,Ambos,Todas as idades (padronizado),1998,0.02,0,0,121,,
1717016,Out transtornos neurológicos,084 Out transtornos neurológicos,135,Brasil,Ambos,Todas as idades (padronizado),1994,0.78,0,0,84,,
1717109,D pulmonar obstrutiva crônica,003 D pulmonar obstrutiva crônica,135,Brasil,Ambos,Todas as idades (padronizado),2002,44.14,0,0,3,1,20021
1717177,Difteria,132 Difteria,135,Brasil,Ambos,Todas as idades (padronizado),2003,0,0,0,132,,
1717245,Linfoma de Hodgkin,091 Linfoma de Hodgkin,135,Brasil,Ambos,Todas as idades (padronizado),2000,0.46,0,0,91,,
1717286,Câncer de nasofaringe,100 Câncer de nasofaringe,135,Brasil,Ambos,Todas as idades (padronizado),1999,0.26,0,0,100,,
1717287,Otite média,124 Otite média,135,Brasil,Ambos,Todas as idades (padronizado),1998,0.01,0,0,124,,
1717359,Acidentes de trânsito,008 Acidentes de trânsito,135,Brasil,Ambos,Todas as idades (padronizado),2014,21.87,0,0,8,1,20141
1717378,"Hérnia inguinal, femoral e abdominal","078 Hérnia inguinal, femoral e abdominal",135,Brasil,Ambos,Todas as idades (padronizado),2016,0.95,0,0,78,,
1717530,D reumática cardíaca,054 D reumática cardíaca,135,Brasil,Ambos,Todas as idades (padronizado),1994,2.2,0,0,54,,
1717555,D cerebrovascular,002 D cerebrovascular,135,Brasil,Ambos,Todas as idades (padronizado),2008,67.12,0,0,2,1,20081
1717629,Ds sexualmente transmissíveis exceto HIV,053 Ds sexualmente transmissíveis exceto HIV,135,Brasil,Ambos,Todas as idades (padronizado),1992,2.35,0,0,53,,
1717670,D vascular periférica,078 D vascular periférica,135,Brasil,Ambos,Todas as idades (padronizado),2001,0.93,0,0,78,,
1717685,Exposição às forças da natureza,112 Exposição às forças da natureza,135,Brasil,Ambos,Todas as idades (padronizado),2004,0.1,0,0,112,,
1717743,Cirrose e outras ds hepáticas crônicas,010 Cirrose e outras ds hepáticas crônicas,135,Brasil,Ambos,Todas as idades (padronizado),1996,19.96,0,0,10,1,19961
1717913,Apendicite,085 Apendicite,135,Brasil,Ambos,Todas as idades (padronizado),2011,0.68,0,0,85,,
1717915,Câncer de tireoide,090 Câncer de tireoide,135,Brasil,Ambos,Todas as idades (padronizado),1997,0.56,0,0,90,,
1717936,Diabetes mellitus,007 Diabetes mellitus,135,Brasil,Ambos,Todas as idades (padronizado),2005,26.89,0,0,7,1,20051
1717990,D isquêmica do coração,001 D isquêmica do coração,135,Brasil,Ambos,Todas as idades (padronizado),2001,111.19,0,0,1,1,20011
1718142,Corpo estranho,048 Corpo estranho,135,Brasil,Ambos,Todas as idades (padronizado),1998,2.61,0,0,48,,
1718144,Câncer de útero,074 Câncer de útero,135,Brasil,Ambos,Todas as idades (padronizado),2011,1.14,0,0,74,,
1718525,Esclerose múltipla,108 Esclerose múltipla,135,Brasil,Ambos,Todas as idades (padronizado),1992,0.16,0,0,108,,
1718922,Câncer de fígado,026 Câncer de fígado,135,Brasil,Ambos,Todas as idades (padronizado),2015,5.04,0,0,26,,
1718938,Cólon e câncer de reto,021 Cólon e câncer de reto,135,Brasil,Ambos,Todas as idades (padronizado),1994,9.34,0,0,21,,
1718972,Corpo estranho,050 Corpo estranho,135,Brasil,Ambos,Todas as idades (padronizado),2011,2.18,0,0,50,,
1719148,Transtornos maternos,077 Transtornos maternos,135,Brasil,Ambos,Todas as idades (padronizado),2011,1,0,0,77,,
1719235,D reumática cardíaca,054 D reumática cardíaca,135,Brasil,Ambos,Todas as idades (padronizado),1992,2.25,0,0,54,,
1719279,Ebola,133 Ebola,135,Brasil,Ambos,Todas as idades (padronizado),1990,0,0,0,133,,
1719375,Cisticercose,117 Cisticercose,135,Brasil,Ambos,Todas as idades (padronizado),2014,0.03,0,0,117,,
1719429,"Distúrbios endócrin, metabólic, sanguín e imunoló","039 Distúrbios endócrin, metabólic, sanguín e imunoló",135,Brasil,Ambos,Todas as idades (padronizado),2009,3.49,0,0,39,,
1719456,Out ds da pele e tecidos subcutâneos,110 Out ds da pele e tecidos subcutâneos,135,Brasil,Ambos,Todas as idades (padronizado),2012,0.12,0,0,110,,
1719473,Exposição às forças da natureza,128 Exposição às forças da natureza,135,Brasil,Ambos,Todas as idades (padronizado),1994,0.01,0,0,128,,
1719485,Câncer de pele não melanoma,069 Câncer de pele não melanoma,135,Brasil,Ambos,Todas as idades (padronizado),2003,1.24,0,0,69,,
1719615,Transtornos do período neonatal,006 Transtornos do período neonatal,135,Brasil,Ambos,Todas as idades (padronizado),1994,36.99,0,0,6,1,19941
1719673,Câncer de esôfago,027 Câncer de esôfago,135,Brasil,Ambos,Todas as idades (padronizado),2008,5.18,0,0,27,,
1719794,Equinococose cística,132 Equinococose cística,135,Brasil,Ambos,Todas as idades (padronizado),2005,0,0,0,132,,
1719980,Câncer de esôfago,029 Câncer de esôfago,135,Brasil,Ambos,Todas as idades (padronizado),1995,5.8,0,0,29,,
1720115,Anomalias congênitas,015 Anomalias congênitas,135,Brasil,Ambos,Todas as idades (padronizado),2015,9.66,0,0,15,,
1720244,Câncer de próstata,017 Câncer de próstata,135,Brasil,Ambos,Todas as idades (padronizado),2008,10.15,0,0,17,,
1720271,Violência interpessoal,006 Violência interpessoal,135,Brasil,Ambos,Todas as idades (padronizado),2011,28,0,0,6,1,20111
1720401,D pulmonar intersticial e sarcoidose pulmonar,060 D pulmonar intersticial e sarcoidose pulmonar,135,Brasil,Ambos,Todas as idades (padronizado),2014,1.51,0,0,60,,
1720431,Artrite reumatoide,102 Artrite reumatoide,135,Brasil,Ambos,Todas as idades (padronizado),1990,0.29,0,0,102,,
1720448,Out ferimentos não intencionais,059 Out ferimentos não intencionais,135,Brasil,Ambos,Todas as idades (padronizado),1992,2.01,0,0,59,,
1720453,D pulmonar obstrutiva crônica,004 D pulmonar obstrutiva crônica,135,Brasil,Ambos,Todas as idades (padronizado),1992,52.05,0,0,4,1,19921
1720487,D cerebrovascular,002 D cerebrovascular,135,Brasil,Ambos,Todas as idades (padronizado),2015,55.86,0,0,2,1,20151
1720634,Câ da vesícula biliar e das vias biliares,046 Câ da vesícula biliar e das vias biliares,135,Brasil,Ambos,Todas as idades (padronizado),2005,2.71,0,0,46,,
1720655,Out ferimentos não intencionais,063 Out ferimentos não intencionais,135,Brasil,Ambos,Todas as idades (padronizado),2017,1.41,0,0,63,,
1721013,Linfoma não Hodgkin,044 Linfoma não Hodgkin,135,Brasil,Ambos,Todas as idades (padronizado),2009,2.96,0,0,44,,
1720852,Câncer de estômago,014 Câncer de estômago,135,Brasil,Ambos,Todas as idades (padronizado),2002,13.6,0,0,14,,
1720877,Transtornos do período neonatal,006 Transtornos do período neonatal,135,Brasil,Ambos,Todas as idades (padronizado),1993,38.55,0,0,6,1,19931
1720993,Câ da vesícula biliar e das vias biliares,046 Câ da vesícula biliar e das vias biliares,135,Brasil,Ambos,Todas as idades (padronizado),2013,2.39,0,0,46,,
1721048,Síndrome de morte súbita infantil,107 Síndrome de morte súbita infantil,135,Brasil,Ambos,Todas as idades (padronizado),2001,0.16,0,0,107,,
1721084,"Incêndio, calor e substâncias quentes","054 Incêndio, calor e substâncias quentes",135,Brasil,Ambos,Todas as idades (padronizado),1990,2.41,0,0,54,,
1721094,Ds ginecológicas,116 Ds ginecológicas,135,Brasil,Ambos,Todas as idades (padronizado),1999,0.06,0,0,116,,
1721131,Tétano,115 Tétano,135,Brasil,Ambos,Todas as idades (padronizado),2016,0.05,0,0,115,,
1721335,Febre amarela,126 Febre amarela,135,Brasil,Ambos,Todas as idades (padronizado),2002,0.01,0,0,126,,
1721360,Câncer de esôfago,026 Câncer de esôfago,135,Brasil,Ambos,Todas as idades (padronizado),2007,5.24,0,0,26,,
1721696,Desnutrição protéico-calórica,023 Desnutrição protéico-calórica,135,Brasil,Ambos,Todas as idades (padronizado),2002,7.05,0,0,23,,
1721736,Infecções por nematóides intestinais,118 Infecções por nematóides intestinais,135,Brasil,Ambos,Todas as idades (padronizado),1996,0.04,0,0,118,,
1721747,Câncer de útero,074 Câncer de útero,135,Brasil,Ambos,Todas as idades (padronizado),2016,1.12,0,0,74,,
1722079,Parkinson,038 Parkinson,135,Brasil,Ambos,Todas as idades (padronizado),1993,4.57,0,0,38,,
1721940,Tripanossomíase Africana,133 Tripanossomíase Africana,135,Brasil,Ambos,Todas as idades (padronizado),2001,0,0,0,133,,
1722050,D do neurônio motor,087 D do neurônio motor,135,Brasil,Ambos,Todas as idades (padronizado),2015,0.56,0,0,87,,
1722067,HIV/AIDS,024 HIV/AIDS,135,Brasil,Ambos,Todas as idades (padronizado),1992,8.03,0,0,24,,
1722205,D vascular periférica,080 D vascular periférica,135,Brasil,Ambos,Todas as idades (padronizado),1998,0.86,0,0,80,,
1722276,Tétano,109 Tétano,135,Brasil,Ambos,Todas as idades (padronizado),2003,0.14,0,0,109,,
1722298,"Hérnia inguinal, femoral e abdominal","077 Hérnia inguinal, femoral e abdominal",135,Brasil,Ambos,Todas as idades (padronizado),1991,1.06,0,0,77,,
1722343,Doenças do aparelho digestivo alto,030 Doenças do aparelho digestivo alto,135,Brasil,Ambos,Todas as idades (padronizado),1990,6.11,0,0,30,,
1722392,Câncer de próstata,017 Câncer de próstata,135,Brasil,Ambos,Todas as idades (padronizado),2009,9.99,0,0,17,,
1722408,Quedas,024 Quedas,135,Brasil,Ambos,Todas as idades (padronizado),1999,7.31,0,0,24,,
1722428,Transtornos do período neonatal,006 Transtornos do período neonatal,135,Brasil,Ambos,Todas as idades (padronizado),2000,31.18,0,0,6,1,20001
1722670,Câncer de pâncreas,025 Câncer de pâncreas,135,Brasil,Ambos,Todas as idades (padronizado),2016,5.57,0,0,25,,
1722697,Afogamento,030 Afogamento,135,Brasil,Ambos,Todas as idades (padronizado),1998,5.2,0,0,30,,
1722717,Autolesão,024 Autolesão,135,Brasil,Ambos,Todas as idades (padronizado),2016,6.07,0,0,24,,
1722732,HIV/AIDS,018 HIV/AIDS,135,Brasil,Ambos,Todas as idades (padronizado),1996,11.42,0,0,18,,
1722736,Tétano,103 Tétano,135,Brasil,Ambos,Todas as idades (padronizado),1999,0.23,0,0,103,,
1723022,Ds urinárias e infertilidade masculina,030 Ds urinárias e infertilidade masculina,135,Brasil,Ambos,Todas as idades (padronizado),2003,4.87,0,0,30,,
1723053,Câncer de Laringe,048 Câncer de Laringe,135,Brasil,Ambos,Todas as idades (padronizado),1990,2.65,0,0,48,,
1723126,Transtornos do período neonatal,009 Transtornos do período neonatal,135,Brasil,Ambos,Todas as idades (padronizado),2012,18.76,0,0,9,1,20121
1723139,D isquêmica do coração,001 D isquêmica do coração,135,Brasil,Ambos,Todas as idades (padronizado),2004,104.38,0,0,1,1,20041
1723315,Infec vias aéreas infer,004 Infec vias aéreas infer,135,Brasil,Ambos,Todas as idades (padronizado),1997,47.24,0,0,4,1,19971
1723334,"Câncer de traq, brônq pulmão","011 Câncer de traq, brônq pulmão",135,Brasil,Ambos,Todas as idades (padronizado),2006,15.78,0,0,11,,
1723392,Transtornos do período neonatal,008 Transtornos do período neonatal,135,Brasil,Ambos,Todas as idades (padronizado),2004,25.85,0,0,8,1,20041
1723398,"Hérnia inguinal, femoral e abdominal","079 Hérnia inguinal, femoral e abdominal",135,Brasil,Ambos,Todas as idades (padronizado),2003,0.88,0,0,79,,
1723537,Câncer cervical,026 Câncer cervical,135,Brasil,Ambos,Todas as idades (padronizado),1997,6.32,0,0,26,,
1723781,Infec vias aéreas infer,003 Infec vias aéreas infer,135,Brasil,Ambos,Todas as idades (padronizado),2009,39.19,0,0,3,1,20091
1723791,Artrite reumatoide,101 Artrite reumatoide,135,Brasil,Ambos,Todas as idades (padronizado),1996,0.25,0,0,101,,
1724149,Úlcera de decúbito,085 Úlcera de decúbito,135,Brasil,Ambos,Todas as idades (padronizado),2012,0.64,0,0,85,,
1724194,Ds biliares e da vesícula biliar,047 Ds biliares e da vesícula biliar,135,Brasil,Ambos,Todas as idades (padronizado),1990,2.68,0,0,47,,
1724239,Out transtornos neurológicos,086 Out transtornos neurológicos,135,Brasil,Ambos,Todas as idades (padronizado),1997,0.69,0,0,86,,
1724361,Calor ambiental e exposição ao frio,109 Calor ambiental e exposição ao frio,135,Brasil,Ambos,Todas as idades (padronizado),2013,0.13,0,0,109,,
1724477,Síndrome de morte súbita infantil,111 Síndrome de morte súbita infantil,135,Brasil,Ambos,Todas as idades (padronizado),1990,0.16,0,0,111,,
1725046,Câncer de lábio e cavidade oral,047 Câncer de lábio e cavidade oral,135,Brasil,Ambos,Todas as idades (padronizado),2006,2.41,0,0,47,,
1725158,Distúrbios alimentares,132 Distúrbios alimentares,135,Brasil,Ambos,Todas as idades (padronizado),2015,0,0,0,132,,
1725190,D cardíaca valvular não reumática,062 D cardíaca valvular não reumática,135,Brasil,Ambos,Todas as idades (padronizado),2002,1.66,0,0,62,,
1725229,Cólon e câncer de reto,016 Cólon e câncer de reto,135,Brasil,Ambos,Todas as idades (padronizado),2011,10.46,0,0,16,,
1725391,Exposição às forças da natureza,129 Exposição às forças da natureza,135,Brasil,Ambos,Todas as idades (padronizado),1993,0,0,0,129,,
1725530,Outras neoplasias malignas,028 Outras neoplasias malignas,135,Brasil,Ambos,Todas as idades (padronizado),2008,5.04,0,0,28,,
1725546,"Câncer de traq, brônq pulmão","012 Câncer de traq, brônq pulmão",135,Brasil,Ambos,Todas as idades (padronizado),2016,14.52,0,0,12,,
1725572,"Incêndio, calor e substâncias quentes","061 Incêndio, calor e substâncias quentes",135,Brasil,Ambos,Todas as idades (padronizado),1997,1.69,0,0,61,,
1725611,D isquêmica do coração,001 D isquêmica do coração,135,Brasil,Ambos,Todas as idades (padronizado),1996,134.75,0,0,1,1,19961
1725671,Out deficiências nutricionais,080 Out deficiências nutricionais,135,Brasil,Ambos,Todas as idades (padronizado),1990,0.99,0,0,80,,
1725690,Infecções por nematóides intestinais,121 Infecções por nematóides intestinais,135,Brasil,Ambos,Todas as idades (padronizado),2005,0.02,0,0,121,,
1725720,Ds sexualmente transmissíveis exceto HIV,064 Ds sexualmente transmissíveis exceto HIV,135,Brasil,Ambos,Todas as idades (padronizado),2004,1.49,0,0,64,,
1725762,Distúrbios alimentares,129 Distúrbios alimentares,135,Brasil,Ambos,Todas as idades (padronizado),2003,0,0,0,129,,
1725777,Meningite,057 Meningite,135,Brasil,Ambos,Todas as idades (padronizado),2010,1.71,0,0,57,,
1725879,Out ds respiratórias crônicas,082 Out ds respiratórias crônicas,135,Brasil,Ambos,Todas as idades (padronizado),2002,0.75,0,0,82,,
1725948,Aneurisma da aorta,038 Aneurisma da aorta,135,Brasil,Ambos,Todas as idades (padronizado),1995,4.51,0,0,38,,
1726061,Equinococose cística,125 Equinococose cística,135,Brasil,Ambos,Todas as idades (padronizado),2015,0,0,0,125,,
1726757,Câncer de esôfago,033 Câncer de esôfago,135,Brasil,Ambos,Todas as idades (padronizado),1991,5.88,0,0,33,,
1726411,Câncer de ovário,064 Câncer de ovário,135,Brasil,Ambos,Todas as idades (padronizado),1991,1.93,0,0,64,,
1726482,Câncer de esôfago,026 Câncer de esôfago,135,Brasil,Ambos,Todas as idades (padronizado),2005,5.34,0,0,26,,
1726515,Síndrome de morte súbita infantil,109 Síndrome de morte súbita infantil,135,Brasil,Ambos,Todas as idades (padronizado),1992,0.15,0,0,109,,
1726649,Efeitos adversos de tratamento médico,056 Efeitos adversos de tratamento médico,135,Brasil,Ambos,Todas as idades (padronizado),1991,2.2,0,0,56,,
1727075,Infecções por nematóides intestinais,117 Infecções por nematóides intestinais,135,Brasil,Ambos,Todas as idades (padronizado),1998,0.04,0,0,117,,
1727134,Corpo estranho,051 Corpo estranho,135,Brasil,Ambos,Todas as idades (padronizado),2007,2.06,0,0,51,,
1728255,Câ da vesícula biliar e das vias biliares,046 Câ da vesícula biliar e das vias biliares,135,Brasil,Ambos,Todas as idades (padronizado),2006,2.66,0,0,46,,
1727297,D do neurônio motor,088 D do neurônio motor,135,Brasil,Ambos,Todas as idades (padronizado),2014,0.55,0,0,88,,
1727364,D pulmonar obstrutiva crônica,004 D pulmonar obstrutiva crônica,135,Brasil,Ambos,Todas as idades (padronizado),1995,52.96,0,0,4,1,19951
1727436,Outras neoplasias,075 Outras neoplasias,135,Brasil,Ambos,Todas as idades (padronizado),2016,1.12,0,0,75,,
1727443,"Distúrbios endócrin, metabólic, sanguín e imunoló","042 Distúrbios endócrin, metabólic, sanguín e imunoló",135,Brasil,Ambos,Todas as idades (padronizado),2005,3.15,0,0,42,,
1727521,Úlcera de decúbito,084 Úlcera de decúbito,135,Brasil,Ambos,Todas as idades (padronizado),2017,0.68,0,0,84,,
1727700,Raiva,131 Raiva,135,Brasil,Ambos,Todas as idades (padronizado),2014,0,0,0,131,,
1727916,Tripanossomíase Africana,129 Tripanossomíase Africana,135,Brasil,Ambos,Todas as idades (padronizado),1994,0,0,0,129,,
1727996,D cardíaca hipertensiva,013 D cardíaca hipertensiva,135,Brasil,Ambos,Todas as idades (padronizado),2011,11.64,0,0,13,,
1728025,Parkinson,031 Parkinson,135,Brasil,Ambos,Todas as idades (padronizado),2015,4.37,0,0,31,,
1728054,HIV/AIDS,021 HIV/AIDS,135,Brasil,Ambos,Todas as idades (padronizado),2011,7.13,0,0,21,,
1728055,Malária,117 Malária,135,Brasil,Ambos,Todas as idades (padronizado),2003,0.06,0,0,117,,
1728213,D reumática cardíaca,062 D reumática cardíaca,135,Brasil,Ambos,Todas as idades (padronizado),2009,1.57,0,0,62,,
1728222,Câncer de estômago,014 Câncer de estômago,135,Brasil,Ambos,Todas as idades (padronizado),2004,13.13,0,0,14,,
1728241,Dengue,102 Dengue,135,Brasil,Ambos,Todas as idades (padronizado),2009,0.2,0,0,102,,
1728259,Cólon e câncer de reto,018 Cólon e câncer de reto,135,Brasil,Ambos,Todas as idades (padronizado),2002,10.31,0,0,18,,
1728450,Endocardite,073 Endocardite,135,Brasil,Ambos,Todas as idades (padronizado),1996,1.19,0,0,73,,
1728596,Febre amarela,131 Febre amarela,135,Brasil,Ambos,Todas as idades (padronizado),2006,0,0,0,131,,
1728622,Câncer cervical,033 Câncer cervical,135,Brasil,Ambos,Todas as idades (padronizado),2013,4.37,0,0,33,,
1728798,Sarampo,122 Sarampo,135,Brasil,Ambos,Todas as idades (padronizado),2006,0.01,0,0,122,,
1728806,Tuberculose,039 Tuberculose,135,Brasil,Ambos,Todas as idades (padronizado),2006,3.72,0,0,39,,
1728836,HIV/AIDS,022 HIV/AIDS,135,Brasil,Ambos,Todas as idades (padronizado),2015,6.74,0,0,22,,
1728903,D reumática cardíaca,056 D reumática cardíaca,135,Brasil,Ambos,Todas as idades (padronizado),1998,2.08,0,0,56,,
1728912,Outras neoplasias malignas,029 Outras neoplasias malignas,135,Brasil,Ambos,Todas as idades (padronizado),1998,5.24,0,0,29,,
1729024,Câncer de lábio e cavidade oral,047 Câncer de lábio e cavidade oral,135,Brasil,Ambos,Todas as idades (padronizado),2007,2.4,0,0,47,,
1729146,Câncer de Laringe,048 Câncer de Laringe,135,Brasil,Ambos,Todas as idades (padronizado),2006,2.4,0,0,48,,
1729292,Câncer de pâncreas,035 Câncer de pâncreas,135,Brasil,Ambos,Todas as idades (padronizado),1990,5,0,0,35,,
1729303,D cerebrovascular,002 D cerebrovascular,135,Brasil,Ambos,Todas as idades (padronizado),2016,55.96,0,0,2,1,20161
1729479,Febre tifóide e paratifóide,124 Febre tifóide e paratifóide,135,Brasil,Ambos,Todas as idades (padronizado),1991,0.02,0,0,124,,
1729504,Ds ginecológicas,112 Ds ginecológicas,135,Brasil,Ambos,Todas as idades (padronizado),2017,0.08,0,0,112,,
1729668,Câncer de Laringe,049 Câncer de Laringe,135,Brasil,Ambos,Todas as idades (padronizado),2013,2.26,0,0,49,,
1729880,Cólon e câncer de reto,016 Cólon e câncer de reto,135,Brasil,Ambos,Todas as idades (padronizado),2006,10.43,0,0,16,,
1730186,Leishmaniose,087 Leishmaniose,135,Brasil,Ambos,Todas as idades (padronizado),2008,0.61,0,0,87,,
1729968,Out ds cardiovasculares e circulatórias,022 Out ds cardiovasculares e circulatórias,135,Brasil,Ambos,Todas as idades (padronizado),2008,6.51,0,0,22,,
